prompt_id,model,device,variant,can_clone,run_index,is_cold,ttfa_ms,gen_s,audio_s,rtf,peak_mem_mb,peak_vram_mb,wall_s,ok,error
1,pocket,cpu,,gated,0,True,91.3,0.5914,2.48,4.19,1071.4,,19.153,True,
1,pocket,cpu,,gated,1,False,68.5,0.5199,2.4,4.62,1342.2,,0,True,
1,pocket,cpu,,gated,2,False,62.9,0.5429,2.56,4.72,1345.0,,0,True,
1,neutts_air,cpu,air,True,0,True,1184.3,2.9603,3.0,1.01,5429.7,,29.751,True,
1,neutts_air,cpu,air,True,1,False,449.8,2.8454,3.7,1.3,5543.8,,0,True,
1,neutts_air,cpu,air,True,2,False,477.1,2.3124,2.66,1.15,5550.0,,0,True,
1,neutts_air,cuda,air,True,0,True,1149.8,2.0465,2.1,1.03,2879.2,3335.1,18.612,True,
1,neutts_air,cuda,air,True,1,False,390.0,1.7098,2.84,1.66,2922.4,3335.1,0,True,
1,neutts_air,cuda,air,True,2,False,431.2,2.4318,3.84,1.58,2954.3,3335.1,0,True,
1,neutts_nano,cpu,nano,True,0,True,707.6,1.3957,1.94,1.39,5089.1,,17.24,True,
1,neutts_nano,cpu,nano,True,1,False,291.2,0.8497,1.64,1.93,5115.9,,0,True,
1,neutts_nano,cpu,nano,True,2,False,314.4,0.8432,1.6,1.9,5121.2,,0,True,
1,neutts_nano,cuda,nano,True,0,True,693.5,1.0816,1.62,1.5,2540.0,3335.1,14.596,True,
1,neutts_nano,cuda,nano,True,1,False,259.2,0.6962,1.72,2.47,2570.6,3335.1,0,True,
1,neutts_nano,cuda,nano,True,2,False,280.7,0.7761,1.82,2.34,2587.4,3335.1,0,True,
1,luxtts,cpu,,True,0,True,,,,,,,0.112,False,load failed: ModuleNotFoundError: No module named 'luxtts'
1,chatterbox,cpu,,True,0,True,5787.3,5.7873,2.0,0.35,4101.8,,30.073,True,
1,chatterbox,cpu,,True,1,False,5350.6,5.3506,1.92,0.36,4129.7,,0,True,
1,chatterbox,cpu,,True,2,False,5291.9,5.2919,1.92,0.36,4130.1,,0,True,
1,chatterbox,cuda,,True,0,True,2312.6,2.3126,2.2,0.95,2862.1,3157.3,17.224,True,
1,chatterbox,cuda,,True,1,False,1194.5,1.1945,1.8,1.51,2884.7,3160.1,0,True,
1,chatterbox,cuda,,True,2,False,1245.2,1.2452,2.12,1.7,2887.9,3163.9,0,True,
1,chatterbox_turbo,cpu,turbo,True,0,True,4470.7,4.4707,2.64,0.59,3793.7,,22.732,True,
1,chatterbox_turbo,cpu,turbo,True,1,False,3507.5,3.5075,2.24,0.64,3824.8,,0,True,
1,chatterbox_turbo,cpu,turbo,True,2,False,3734.9,3.7349,2.48,0.66,3847.4,,0,True,
1,chatterbox_turbo,cuda,turbo,True,0,True,1476.9,1.4769,2.2,1.49,2435.3,2813.7,14.548,True,
1,chatterbox_turbo,cuda,turbo,True,1,False,674.6,0.6746,2.2,3.26,2461.3,2825.4,0,True,
1,chatterbox_turbo,cuda,turbo,True,2,False,775.6,0.7756,2.56,3.3,2464.4,2825.4,0,True,
1,coqui,cpu,,True,0,True,3219.9,3.2199,2.87,0.89,3043.9,,28.503,True,
1,coqui,cpu,,True,1,False,2667.4,2.6674,2.454,0.92,3085.1,,0,True,
1,coqui,cpu,,True,2,False,2835.7,2.8357,2.411,0.85,3089.5,,0,True,
1,coqui,cuda,,True,0,True,904.2,0.9042,2.315,2.56,2088.8,1874.6,17.729,True,
1,coqui,cuda,,True,1,False,700.9,0.7009,2.635,3.76,2096.3,1881.6,0,True,
1,coqui,cuda,,True,2,False,527.9,0.5279,2.497,4.73,2096.8,1876.7,0,True,
1,omnivoice,cpu,,True,0,True,8376.6,8.3766,2.28,0.27,2777.5,,45.926,True,
1,omnivoice,cpu,,True,1,False,7358.5,7.3585,2.28,0.31,3049.4,,0,True,
1,omnivoice,cpu,,True,2,False,7632.0,7.632,1.94,0.25,3051.3,,0,True,
1,omnivoice,cuda,,True,0,True,1365.3,1.3653,2.28,1.67,2118.8,1981.1,11.841,True,
1,omnivoice,cuda,,True,1,False,854.6,0.8546,2.24,2.62,2207.5,1981.1,0,True,
1,omnivoice,cuda,,True,2,False,919.1,0.9191,2.28,2.48,2207.5,1981.1,0,True,
